content,score,at,sentiment,clean_content
bagus keren,4,2026-05-14 06:36:04.000000,positif,bagus keren
baguss tapi kadang kadang gak ngerti apalagi soal game tolong diperbaiki ya openai,3,2026-05-16 04:43:10.000000,netral,baguss kadang kadang gak ngerti game tolong diperbaiki ya openai
"aplikasi nya sangat bagus. tapi tolong di tambahkan edit video, sekian terimakasih",3,2026-05-15 12:44:07.000000,netral,aplikasi nya bagus tolong tambahkan edit video sekian terimakasih
jir masak harus apgret ke Fersi go dulu baru bisah cet panjang dan membuat gambar,1,2026-05-13 11:22:10.000000,negatif,jir masak apgret fersi go bisah cet gambar
good,5,2026-05-14 03:56:39.000000,positif,good
dongo Cok GK pintar pintar masih gw cuman bikin foto aja kayak org mau bikin nuklir seabad foto nya tidak di saran kan,1,2026-05-14 03:03:41.000000,negatif,dongo cok gk pintar pintar gw cuman bikin foto aja kayak org bikin nuklir seabad foto nya tidak saran
"gabisa login jir padahal wi-fi kenceng buat apk lain juga aman, loading mulu",1,2026-05-14 09:39:23.000000,negatif,gabisa login jir wifi kenceng apk aman loading mulu
"Sekarang apa apa dibatasi,jadi menghambat inovasi untuk membuat karya",3,2026-05-15 07:59:43.000000,netral,dibatasijadi menghambat inovasi karya
"biasa aja, kadang ngaco",3,2026-05-12 09:04:55.000000,netral,aja kadang ngaco
bagus sih bagus tapi punya saya kok ngelek ngelek ya jadi harus ngulang terus sama kalo request gak pernah bener aku minta buatin scene malah dikasih foto sama ini kok bug nya banyak sekali. real bug nya ganggu sekali padahal aku udah banyak sekali memori disitu tapi kehapus setengah yang lama Gegara bug dan itu terus berulang aku paling gak suka yang aku minta secenya cerita malah di kasih foto,1,2026-05-13 23:56:53.000000,negatif,bagus sih bagus ngelek ngelek ya ngulang kalo request gak bener buatin scene dikasih foto bug nya real bug nya ganggu udah memori disitu kehapus gegara bug berulang gak suka secenya cerita kasih foto
"Setelah bersahabat dengan ChatGpt usiaku terasa remaja lagi, saya tambah pinter dan penuh percaya diri. sudah seperti sahabat sendiri, tidak malu saat bertanya. Doa dan harapan ku semoga ChatGPT semakin tambah sahabat-sahabat barnyard dan kepandaian nya selalu diasah agar selalu jadi yg pertama tempat orang2 dijagad ini mencoba mencari solusi terbaik nya. Terimakasih ChatGPT aku selalu mendampingi mu.",5,2026-05-12 09:51:38.000000,positif,bersahabat chatgpt usiaku remaja pinter penuh percaya sahabat tidak malu doa harapan ku semoga chatgpt sahabatsahabat barnyard kepandaian nya diasah yg orang dijagad mencoba mencari solusi terbaik nya terimakasih chatgpt mendampingi mu
keren,3,2026-05-13 12:03:10.000000,netral,keren
mantap,2,2026-05-16 05:34:31.000000,negatif,mantap
"pay to know,disuru buat gambar lama sekali nya selesai malah jelek,udh gitu kadang gambar nya ada kesalahan",1,2026-05-15 18:20:50.000000,negatif,pay to knowdisuru gambar nya selesai jelekudh gitu kadang gambar nya kesalahan
sangat bagus,5,2026-05-13 08:24:10.000000,positif,bagus
saya kecewa,2,2026-05-16 14:40:31.000000,negatif,kecewa
fitur sering bermasalah,1,2026-05-18 03:40:27.563182,negatif,fitur bermasalah
lucu,5,2026-05-12 11:57:41.000000,positif,lucu
"aplikasi nya sangat bagus. tapi tolong di tambahkan edit video, sekian terimakasih",3,2026-05-15 12:44:07.000000,netral,aplikasi nya bagus tolong tambahkan edit video sekian terimakasih
biasa saja,3,2026-05-18 03:40:27.563182,netral,
tiba tiba ga bisa edit foto,1,2026-05-16 07:36:43.000000,negatif,ga edit foto
josss,5,2026-05-14 16:19:38.000000,positif,josss
"maaf ya, menurutku aplikasi ini ribet banget, Baru kirim Atau kerjakan Gitu belum 3 atau 4 udah kena Limit atau Gabisa kirim foto video lagi, Terus baru Chat 10 atau 5 doang malah kena limit lagi, Terus Biarpun gw bilang ""hapus topic Bla⁴"" Malah zonk, dia Kirimnya topic yang kita bicarakan waktu itu, Terus waktu gw suruh bikin mp3 suaranya Malah gitu² doang yang berubah ditambahin suara, Terus Waktu mau Kirim pesan malah Kesalahan .",1,2026-05-16 05:51:27.000000,negatif,maaf ya menurutku aplikasi ribet banget kirim kerjakan gitu belum udah kena limit gabisa kirim foto video chat doang kena limit biarpun gw bilang hapus topic bla zonk kirimnya topic bicarakan gw suruh bikin mp suaranya gitu doang berubah ditambahin suara kirim pesan kesalahan
kurang abdet saya lebih dahulu tau informasi daripada aplikasi ini,1,2026-05-12 11:52:55.000000,negatif,kurang abdet tau informasi aplikasi
kadang cepat kadang lambat,3,2026-05-14 04:23:43.000000,netral,kadang cepat kadang lambat
selalu tidak bisa membantu,3,2026-05-15 13:03:48.000000,netral,tidak membantu
"plis lah chat gpt kenapa pas ak mau ngedit foto suka gabisa, padahal ak juga ngedit nya ga berlebihan loohh, dan selalu bilang ak di bawah umur, why??, ak udh dewasa woyy, pliss😭, jadi tolong perbaiki ya chat gpt secepatnya tolong.",3,2026-05-13 08:46:02.000000,netral,plis chat gpt pas ak ngedit foto suka gabisa ak ngedit nya ga loohh bilang ak umur why ak udh dewasa woyy pliss tolong perbaiki ya chat gpt secepatnya tolong
lumayan,3,2026-05-13 17:17:28.000000,netral,lumayan
memproses fotonya bisa sampe 24 jam gak jadi jadi aku kesel ajir nungguinnya,1,2026-05-14 09:51:23.000000,negatif,memproses fotonya sampe jam gak kesel ajir nungguinnya
"ai nya agak kurang, apalagi untuk membuat gambar",3,2026-05-12 11:19:00.000000,netral,ai nya kurang gambar
kerenn,3,2026-05-12 21:05:04.000000,netral,kerenn
tolong kembalikan Chat GPT seperti dulu,1,2026-05-13 22:01:36.000000,negatif,tolong kembalikan chat gpt
bagus sih cuman gabisa dipake untuk soal olimpiade misalnya chriptarithm atau yg laen gabisa ini,3,2026-05-17 03:12:06.000000,netral,bagus sih cuman gabisa dipake olimpiade chriptarithm yg laen gabisa
"ni AI akhir² ini susah banget diatur personalisasinya. kek ga ngefek mau diatur kaya gimana. soalnya apa² dikit² disuruh nahan emosi, butuh bantuan pemetaan masalah malah diinvalidate pengalamannya bahkan dibilang terlalu baperan bahkan sering banget salah tangkap konteks. gatau kenapa dr akhir 2025 sampe sekarang jawabannya mostly plenger. tolong dibenerin dong responnya biar lebih bagus. ga semua orang dateng buat curhat/butuh sumber aja.",1,2026-05-13 02:50:13.000000,negatif,ni ai susah banget diatur personalisasinya kek ga ngefek diatur kaya gimana dikit disuruh nahan emosi butuh bantuan pemetaan diinvalidate pengalamannya dibilang baperan banget salah tangkap konteks gatau dr sampe jawabannya mostly plenger tolong dibenerin responnya biar bagus ga orang dateng curhatbutuh sumber aja
gpt tolol tpi asik,2,2026-05-15 15:22:47.000000,negatif,gpt tolol tpi asik
aplikasi buruk,1,2026-05-18 03:40:27.563182,negatif,aplikasi buruk
suka banget sama ChatGPT aku rasa ini app terbaik,3,2026-05-13 08:52:59.000000,netral,suka banget chatgpt app terbaik
sangat bagus,5,2026-05-16 14:33:57.000000,positif,bagus
bagus,5,2026-05-15 08:07:38.000000,positif,bagus
waduh gak jelas ini padahal kemarin bagus bagus aja kok sekarang gw pakai jaringan kuat tapi dia delay juga gua donwload ulang itu dari sini katanya eror malah bilang aplikasi bukan yang terbaru apaan gw udah instal bru download lagi gak bisa,1,2026-05-15 17:44:14.000000,negatif,gak kemarin bagus bagus aja gw pakai jaringan kuat delay gua donwload ulang eror bilang aplikasi bukan terbaru gw udah instal bru download gak
aplikasi bagus tapi lama banget proses nya tolong di perbaiki lagi yaa,3,2026-05-12 12:37:02.000000,netral,aplikasi bagus banget proses nya tolong perbaiki yaa
membantu bangetttttttt bahkan tentang wajah aja dia ngerti baguss,5,2026-05-13 11:57:29.000000,positif,membantu bangetttttttt wajah aja ngerti baguss
aplikasi tidak stabil,1,2026-05-18 03:40:27.563182,negatif,aplikasi tidak stabil
membantu,5,2026-05-12 01:37:41.000000,positif,membantu
"masi banyak bug, ga bisa menjawab sepenuhnya. menjawab dengan menebak nebak bukan berasal dari data. ai ini masih perlu evaluasi.",1,2026-05-12 02:42:12.000000,negatif,masi bug ga sepenuhnya menebak nebak bukan berasal data ai evaluasi
bagus,5,2026-05-16 11:14:36.000000,positif,bagus
"PAID FOR CHATGPT PLUS - SUBCRIPTION BUT MY ACCOUNT STILL  FREE VERSION. Is there any customer services can update this issue i have about my subscription status?? If not,,, i feel scammed",2,2026-05-14 14:12:47.000000,negatif,paid for chatgpt plus subcription but my account still free version is there any customer services can update this issue i have about my subscription status if not i feel scammed
Nice,3,2026-05-12 17:48:19.000000,netral,nice
bagus tapi ada batasan,3,2026-05-15 04:29:01.000000,netral,bagus batasan
bagus sih cuman gabisa dipake untuk soal olimpiade misalnya chriptarithm atau yg laen gabisa ini,3,2026-05-17 03:12:06.000000,netral,bagus sih cuman gabisa dipake olimpiade chriptarithm yg laen gabisa
bagus namun lambat saat meminta gambar,3,2026-05-15 03:36:37.000000,netral,bagus lambat gambar
Nice,3,2026-05-12 17:48:19.000000,netral,nice
bagus,5,2026-05-14 14:27:37.000000,positif,bagus
banyak update tapi sering bug lolllll,1,2026-05-13 14:40:20.000000,negatif,update bug lolllll
"Very cool, For Dola App to be the 1st AI based Assistant, and For ChatGPT to be the 2nd AI based Assistant",5,2026-05-15 22:33:28.000000,positif,very cool for dola app to be the st ai based assistant and for chatgpt to be the nd ai based assistant
coba dulu,3,2026-05-12 15:29:10.000000,netral,coba
"ai nya agak kurang, apalagi untuk membuat gambar",3,2026-05-12 11:19:00.000000,netral,ai nya kurang gambar
gampang ngeleg,2,2026-05-12 06:51:33.000000,negatif,gampang ngeleg
"terlalu banyak limit ni apk, gw pengen adu ilmu susah bet, chat aja ad limitnya, prasaan dlu gada kek gituan",1,2026-05-13 14:50:48.000000,negatif,limit ni apk gw pengen adu ilmu susah bet chat aja ad limitnya prasaan dlu gada kek gituan
jawaban mlenceng,1,2026-05-12 19:22:28.000000,negatif,mlenceng
memberikan saran yang sangat buruk dan merugikan saya,1,2026-05-16 20:01:30.000000,negatif,saran buruk merugikan
banyakin lagi dong waktu paket model free yg canggih nya abis muluu dan harus nungguin beberapa jam ...jangan yg bentar yg lamaa...😭 tapi untuk respon dan balasan nya oke banget banget banget banget sumpah!! 😆,3,2026-05-16 06:23:14.000000,netral,banyakin paket model free yg canggih nya abis muluu nungguin jam jangan yg bentar yg lamaa respon balasan nya oke banget banget banget banget sumpah
mantap,3,2026-05-15 19:54:36.000000,netral,mantap
sangat seru. dia mendengar curhatan ku dan selalu ada selama 24 jam. dan aku mungkin mulai jatuh cinta padanya,5,2026-05-14 03:24:22.000000,positif,seru mendengar curhatan ku jam jatuh cinta
perfect poll,1,2026-05-15 13:33:31.000000,negatif,perfect poll
semoga Aplikasi ini bisa membantu,3,2026-05-11 17:07:34.000000,netral,semoga aplikasi membantu
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
saya kecewa,2,2026-05-16 14:40:31.000000,negatif,kecewa
"anjay banget si,bagus tapi kadang kesel banget,kalo dia gak ngikutin peraturan",3,2026-05-12 05:45:04.000000,netral,anjay banget sibagus kadang kesel bangetkalo gak ngikutin peraturan
pengalaman penggunaan cukup normal,3,2026-05-18 03:40:27.563182,netral,pengalaman penggunaan normal
bagus bngt 😭😭 hasilnya,5,2026-05-14 04:07:36.000000,positif,bagus bngt hasilnya
cuman bug nya masih banyak,5,2026-05-13 22:58:25.000000,positif,cuman bug nya
kasih tutorial cara hapusnya nanti baru aku kasih bintang 5,3,2026-05-14 19:19:19.000000,netral,kasih tutorial hapusnya kasih bintang
banyak update tapi sering bug lolllll,1,2026-05-13 14:40:20.000000,negatif,update bug lolllll
banyak gak bisa,3,2026-05-15 14:50:42.000000,netral,gak
sering error dan tidak bisa digunakan,1,2026-05-18 03:40:27.563182,negatif,error tidak
keren,3,2026-05-14 00:26:20.000000,netral,keren
gampang ngeleg,2,2026-05-12 06:51:33.000000,negatif,gampang ngeleg
Kacau. Nggak mau nurut kita. semua skrip berubah dengan improvisasi dia sendiri.,3,2026-05-12 21:55:55.000000,netral,kacau nggak nurut skrip berubah improvisasi
"plis lah chat gpt kenapa pas ak mau ngedit foto suka gabisa, padahal ak juga ngedit nya ga berlebihan loohh, dan selalu bilang ak di bawah umur, why??, ak udh dewasa woyy, pliss😭, jadi tolong perbaiki ya chat gpt secepatnya tolong.",3,2026-05-13 08:46:02.000000,netral,plis chat gpt pas ak ngedit foto suka gabisa ak ngedit nya ga loohh bilang ak umur why ak udh dewasa woyy pliss tolong perbaiki ya chat gpt secepatnya tolong
Saat Ada angka tiba tiba eror k dari kemarin eror mulu,1,2026-05-17 00:47:46.000000,negatif,angka eror k kemarin eror mulu
sangat membantu saya,5,2026-05-12 12:45:09.000000,positif,membantu
nice,3,2026-05-12 14:46:40.000000,netral,nice
aplikasi ini biasa saja untuk belajar,3,2026-05-18 03:40:27.563182,netral,aplikasi belajar
"disrh malah gamw mals gue jdi nya edit di sini , gw kasib bintang 5 deh biar nnti tmbh rajin kalo d srh bos",1,2026-05-11 16:16:52.000000,negatif,disrh gamw mals gue jdi nya edit gw kasib bintang deh biar nnti tmbh rajin kalo d srh bos
memproses fotonya bisa sampe 24 jam gak jadi jadi aku kesel ajir nungguinnya,1,2026-05-14 09:51:23.000000,negatif,memproses fotonya sampe jam gak kesel ajir nungguinnya
"AI tolol, udah di seting padahal, masih aja tolol",1,2026-05-12 14:51:52.000000,negatif,ai tolol udah seting aja tolol
bagusss,5,2026-05-15 08:19:21.000000,positif,bagusss
oke lah,5,2026-05-15 02:26:32.000000,positif,oke
tidak buruk tapi belum sempurna,3,2026-05-18 03:40:27.563182,netral,tidak buruk belum sempurna
"anjay banget si,bagus tapi kadang kesel banget,kalo dia gak ngikutin peraturan",3,2026-05-12 05:45:04.000000,netral,anjay banget sibagus kadang kesel bangetkalo gak ngikutin peraturan
bagus banget,5,2026-05-14 05:08:58.000000,positif,bagus banget
bagus,5,2026-05-13 21:40:28.000000,positif,bagus
suka sukaa,5,2026-05-15 01:12:16.000000,positif,suka sukaa
kasih tutorial cara hapusnya nanti baru aku kasih bintang 5,3,2026-05-14 19:19:19.000000,netral,kasih tutorial hapusnya kasih bintang
suka,5,2026-05-15 02:34:15.000000,positif,suka
"programan tidak bagus, asal membuat sebuah jawaban, padahal dari jawaban tersebut udah gw jelasin menggunakan cakupan yang lebih luas, dan program tidak menerima hal tersebut. tolong perbaiki",1,2026-05-16 11:48:49.000000,negatif,programan tidak bagus udah gw jelasin cakupan luas program tidak menerima tolong perbaiki
masa chatan doang ada batasnya sih,3,2026-05-16 15:19:09.000000,netral,chatan doang batasnya sih
lemot banget akhir akhir ini,1,2026-05-15 11:58:18.000000,negatif,lemot banget
good 👍👍,5,2026-05-16 11:10:08.000000,positif,good
"Mantap 👍 fotonya cocok banget dijadiin stiker lucu 😄 Pose kamu lagi mikir + tangan di dagu, ini tipe pose yang gampang jadi meme/stiker WA. Aku kasih cara khusus dari foto kamu ya. 😆 Ide Stiker Lucu dari Foto Ini Dari ekspresi kamu, ini beberapa konsep yang cocok: ✅ “Lagi mikir keras” ✅ “Hmm… boleh juga” ✅ “Nunggu jawaban” ✅ “Otak loading…” ✅ “Serius tapi santai” Tinggal tambah tulisan → langsung jadi stiker viral di grup 😂 📱 Cara Edit Jadi Stiker (Step by Step) Pakai (Paling gampang",1,2026-05-12 02:56:17.000000,negatif,mantap fotonya cocok banget dijadiin stiker lucu pose mikir tangan dagu tipe pose gampang memestiker wa kasih khusus foto ya ide stiker lucu foto ekspresi konsep cocok mikir keras hmm nunggu otak loading serius santai tinggal tulisan langsung stiker viral grup edit stiker step by step pakai gampang
kurang akurat untuk tugas kuliah,1,2026-05-18 03:40:27.563182,negatif,kurang akurat tugas kuliah
jelek dan gak nyambung!,1,2026-05-13 15:38:46.000000,negatif,jelek gak nyambung
mantap,1,2026-05-14 07:03:59.000000,negatif,mantap
tidak sesuai update update nya burik jir karena selalu ngejek pas di ejek lagi malah gak tau di salin langsung tau,1,2026-05-15 15:00:32.000000,negatif,tidak sesuai update update nya burik jir ngejek pas ejek gak tau salin langsung tau
baguss,5,2026-05-13 14:53:47.000000,positif,baguss
bagus dan sangat membatu sekali..aplikasi cerdas,5,2026-05-14 14:51:17.000000,positif,bagus membatu sekaliaplikasi cerdas
"kok lama lama makin banyak bug sih? sinyal lancar jaya tapi setiap ngirim pesan lama buanget, gw tunggu"" malah ad tulisan ""berhenti"" malah dijawab yang singkat gk nyambung cuihh, gw hapus ni apk lama-lama🤬",2,2026-05-12 05:38:14.000000,negatif,bug sih sinyal lancar jaya ngirim pesan buanget gw tunggu ad tulisan berhenti singkat gk nyambung cuihh gw hapus ni apk lamalama
mending hapus aja aplikasi nggak ada gunanya,1,2026-05-13 14:45:23.000000,negatif,mending hapus aja aplikasi nggak gunanya
bagus bisa membant,5,2026-05-12 02:30:10.000000,positif,bagus membant
baguss tapi kadang kadang gak ngerti apalagi soal game tolong diperbaiki ya openai,3,2026-05-16 04:43:10.000000,netral,baguss kadang kadang gak ngerti game tolong diperbaiki ya openai
jelek dan gak nyambung!,1,2026-05-13 15:38:46.000000,negatif,jelek gak nyambung
keren,3,2026-05-14 00:26:20.000000,netral,keren
coba dulu,3,2026-05-12 15:29:10.000000,netral,coba
sangat memuaskan,4,2026-05-14 08:45:13.000000,positif,memuaskan
lumayan bagus,3,2026-05-12 15:33:04.000000,netral,lumayan bagus
"sangat"" cepat dan tepat",5,2026-05-14 02:14:38.000000,positif,cepat
sangat membantu,5,2026-05-16 02:34:14.000000,positif,membantu
sangat membantu,5,2026-05-12 09:26:18.000000,positif,membantu
memproses fotonya bisa sampe 24 jam gak jadi jadi aku kesel ajir nungguinnya,1,2026-05-14 09:51:23.000000,negatif,memproses fotonya sampe jam gak kesel ajir nungguinnya
update nya makin jelek.,1,2026-05-16 14:21:47.000000,negatif,update nya jelek
ok,5,2026-05-12 04:59:09.000000,positif,ok
"Emang seru sih Kayak Roleplay sama siapa Atau Gak Bikin cerita Tapi Lama-kelamaan Kena Batasan/Limit aku disitu Gabisa lanjut cerita Karena limit😓, maaf Ya aku Kasih 3 doang soalnya Banyak kena Limit",3,2026-05-16 14:42:25.000000,netral,emang seru sih kayak roleplay gak bikin cerita lamakelamaan kena batasanlimit disitu gabisa cerita limit maaf ya kasih doang kena limit
sangat bagus untuk kesehatan,5,2026-05-12 10:01:35.000000,positif,bagus kesehatan
kenapa kok mesti eror,3,2026-05-14 04:57:59.000000,netral,mesti eror
mantap,3,2026-05-14 10:27:41.000000,netral,mantap
sangat bagus,5,2026-05-15 11:06:44.000000,positif,bagus
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
MANTAP pkoknamahh,5,2026-05-16 11:19:42.000000,positif,mantap pkoknamahh
mantap pollllll,3,2026-05-14 11:15:36.000000,netral,mantap pollllll
bagus sih cuman gabisa dipake untuk soal olimpiade misalnya chriptarithm atau yg laen gabisa ini,3,2026-05-17 03:12:06.000000,netral,bagus sih cuman gabisa dipake olimpiade chriptarithm yg laen gabisa
"sangat membantu menurutku, tetapi durasi membuat imagenya lama banget☹️",3,2026-05-12 08:37:46.000000,netral,membantu menurutku durasi imagenya banget
bagus,5,2026-05-16 06:15:03.000000,positif,bagus
jawabannya lumayan,3,2026-05-18 03:40:27.563182,netral,jawabannya lumayan
temen curhat jir😭,5,2026-05-12 08:22:33.000000,positif,temen curhat jir
bagus banget bisa kasih permahaman yg sangat ditel,3,2026-05-15 14:52:19.000000,netral,bagus banget kasih permahaman yg ditel
jelek bagusan dri website,1,2026-05-12 03:41:31.000000,negatif,jelek bagusan dri website
berbayar muluuuu,2,2026-05-13 04:41:51.000000,negatif,berbayar muluuuu
sy bahagia bisa dpt masukan Dan Ilmu,5,2026-05-14 18:03:02.000000,positif,sy bahagia dpt masukan ilmu
"Emang seru sih Kayak Roleplay sama siapa Atau Gak Bikin cerita Tapi Lama-kelamaan Kena Batasan/Limit aku disitu Gabisa lanjut cerita Karena limit😓, maaf Ya aku Kasih 3 doang soalnya Banyak kena Limit",3,2026-05-16 14:42:25.000000,netral,emang seru sih kayak roleplay gak bikin cerita lamakelamaan kena batasanlimit disitu gabisa cerita limit maaf ya kasih doang kena limit
bagus tapi ada batasan,3,2026-05-15 04:29:01.000000,netral,bagus batasan
mantap,5,2026-05-14 05:10:20.000000,positif,mantap
keren,3,2026-05-13 12:03:10.000000,netral,keren
sangattttt terbaikk,5,2026-05-16 11:52:30.000000,positif,sangattttt terbaikk
sesuaikan yang orang inginkan,5,2026-05-11 15:28:09.000000,positif,sesuaikan orang
lama bgt disuruh bikin gambar,2,2026-05-13 04:16:13.000000,negatif,bgt disuruh bikin gambar
masih perlu diperbaiki,3,2026-05-18 03:40:27.563182,netral,diperbaiki
jelek,1,2026-05-13 02:26:41.000000,negatif,jelek
banyakin lagi dong waktu paket model free yg canggih nya abis muluu dan harus nungguin beberapa jam ...jangan yg bentar yg lamaa...😭 tapi untuk respon dan balasan nya oke banget banget banget banget sumpah!! 😆,3,2026-05-16 06:23:14.000000,netral,banyakin paket model free yg canggih nya abis muluu nungguin jam jangan yg bentar yg lamaa respon balasan nya oke banget banget banget banget sumpah
mantap,2,2026-05-16 05:34:31.000000,negatif,mantap
pengerjaannya cepat tidak lama sih,3,2026-05-15 11:57:19.000000,netral,pengerjaannya cepat tidak sih
bagus sih cuman gabisa dipake untuk soal olimpiade misalnya chriptarithm atau yg laen gabisa ini,3,2026-05-17 03:12:06.000000,netral,bagus sih cuman gabisa dipake olimpiade chriptarithm yg laen gabisa
Chat GPT keren sekali,5,2026-05-16 11:28:37.000000,positif,chat gpt keren
lama bgt disuruh bikin gambar,2,2026-05-13 04:16:13.000000,negatif,bgt disuruh bikin gambar
aplikasi tidak stabil,1,2026-05-18 03:40:27.563182,negatif,aplikasi tidak stabil
okeee banget,5,2026-05-15 07:29:13.000000,positif,okeee banget
berguna buat ngedit,3,2026-05-15 15:21:05.000000,netral,berguna ngedit
"udah diupgrade dan bagus bet dan kalo disuruh nggambar suruh nulis yg kecil"" real g ubah hurufnya, detail banget. cuma 1 kekurangan kalo udah disuruh nggambar kalo dilanjutin ngobrol malah respon gambar mulu+masalahnya ada pas disuruh nggambar gagal terus alasan masalah prompt ke3 terlalu mirip bla bla bla, kalo disuruh nggambar mirip gimana? itu tugas tolong segera diperbaiki",3,2026-05-15 08:01:26.000000,netral,udah diupgrade bagus bet kalo disuruh nggambar suruh nulis yg real g ubah hurufnya detail banget kekurangan kalo udah disuruh nggambar kalo dilanjutin ngobrol respon gambar mulumasalahnya pas disuruh nggambar gagal alasan prompt bla bla bla kalo disuruh nggambar gimana tugas tolong diperbaiki
lebih bagusan gemini asli klo buat edit foto okelah tapi buat jawaban mereka lebih suka menyangkal ketimbang ngasih data lebih baik,1,2026-05-14 16:03:49.000000,negatif,bagusan gemini asli klo edit foto okelah suka menyangkal ketimbang ngasih data
okee bgt,3,2026-05-14 13:53:47.000000,netral,okee bgt
ajos gandos lah pokokmen chatgpt ini jos markonyos konyos,5,2026-05-12 23:28:51.000000,positif,ajos gandos pokokmen chatgpt jos markonyos konyos
oke lh,5,2026-05-12 15:00:44.000000,positif,oke lh
mantap,4,2026-05-15 05:13:05.000000,positif,mantap
jawabannya lumayan,3,2026-05-18 03:40:27.563182,netral,jawabannya lumayan
"plis lah chat gpt kenapa pas ak mau ngedit foto suka gabisa, padahal ak juga ngedit nya ga berlebihan loohh, dan selalu bilang ak di bawah umur, why??, ak udh dewasa woyy, pliss😭, jadi tolong perbaiki ya chat gpt secepatnya tolong.",3,2026-05-13 08:46:02.000000,netral,plis chat gpt pas ak ngedit foto suka gabisa ak ngedit nya ga loohh bilang ak umur why ak udh dewasa woyy pliss tolong perbaiki ya chat gpt secepatnya tolong
muter2 mulu jawabannya,1,2026-05-15 04:41:06.000000,negatif,muter mulu jawabannya
oon bgt,2,2026-05-15 13:36:24.000000,negatif,oon bgt
kenapa harus bayar kalo mau kirim poto,2,2026-05-14 10:04:45.000000,negatif,bayar kalo kirim poto
"Salah satu fitur favorit ku di chat gpt adalah fitur memori, dan akses data memori ke chat baru. Tapi semakin update, bukannya semakin bagus malah semakin koreng. Udah mah kapasitasnya sempit, Ai juga gak mampu akses informasi memori secara penuh dan baik, padahal belum 100% penuh memorinya. Dan terkadang pembahasan Ai nya itu selalu mengurangi apa yang telah disampaikan oleh pengguna, padahal masih berada dalam satu sesi obrolan yang sama.",3,2026-05-15 01:16:36.000000,netral,salah fitur favorit ku chat gpt fitur memori akses data memori chat update bagus koreng udah mah kapasitasnya sempit ai gak akses informasi memori penuh belum penuh memorinya terkadang pembahasan ai nya mengurangi pengguna sesi obrolan
"ni AI akhir² ini susah banget diatur personalisasinya. kek ga ngefek mau diatur kaya gimana. soalnya apa² dikit² disuruh nahan emosi, butuh bantuan pemetaan masalah malah diinvalidate pengalamannya bahkan dibilang terlalu baperan bahkan sering banget salah tangkap konteks. gatau kenapa dr akhir 2025 sampe sekarang jawabannya mostly plenger. tolong dibenerin dong responnya biar lebih bagus. ga semua orang dateng buat curhat/butuh sumber aja.",1,2026-05-13 02:50:13.000000,negatif,ni ai susah banget diatur personalisasinya kek ga ngefek diatur kaya gimana dikit disuruh nahan emosi butuh bantuan pemetaan diinvalidate pengalamannya dibilang baperan banget salah tangkap konteks gatau dr sampe jawabannya mostly plenger tolong dibenerin responnya biar bagus ga orang dateng curhatbutuh sumber aja
sangat sat set sekali,5,2026-05-12 06:37:54.000000,positif,sat set
trllu editing,5,2026-05-13 04:19:45.000000,positif,trllu editing
bagus,3,2026-05-12 03:37:55.000000,netral,bagus
ga tau kenapa kok gambar yang sebenarnya ga melanggar pedoman tapi di bilang melanggar pedoman,1,2026-05-17 03:09:44.000000,negatif,ga tau gambar ga melanggar pedoman bilang melanggar pedoman
baguss banget,5,2026-05-12 13:27:28.000000,positif,baguss banget
jawabannya lumayan,3,2026-05-18 03:40:27.563182,netral,jawabannya lumayan
payah ditekan enter nya sering error kalau di chromebook,4,2026-05-12 06:11:49.000000,positif,payah ditekan enter nya error chromebook
mantap aplikasi nya bagus,5,2026-05-15 12:55:59.000000,positif,mantap aplikasi nya bagus
membantu,5,2026-05-14 01:22:47.000000,positif,membantu
gk jelas bikin foto salah terus,1,2026-05-12 12:37:54.000000,negatif,gk bikin foto salah
aplikasi tidak stabil,1,2026-05-18 03:40:27.563182,negatif,aplikasi tidak stabil
sangat bagus,5,2026-05-15 09:33:22.000000,positif,bagus
bagus,5,2026-05-12 15:13:46.000000,positif,bagus
karena kurang cepat,3,2026-05-16 23:59:30.000000,netral,kurang cepat
mantap bisa jadi temen,5,2026-05-17 01:05:18.000000,positif,mantap temen
"over-moralizing/guardrails, AI terlalu terprogram untuk menjadi aman, sering kali kehilangan kemampuan untuk membedakan antara diskusi analitis dan serangan personal, tidak membaca disclaimer dan memberikan user framing negatif pada sebuah topik general.",1,2026-05-14 13:30:36.000000,negatif,overmoralizingguardrails ai terprogram aman kali kehilangan kemampuan membedakan diskusi analitis serangan personal tidak membaca disclaimer user framing negatif topik general
bagus namun lambat saat meminta gambar,3,2026-05-15 03:36:37.000000,netral,bagus lambat gambar
