content,score,at,sentiment,clean_content
"sangat senang menggunknny,krna sesuai degan ap yg diinginkn",4,2026-05-16 12:03:01.000000,positif,senang menggunknnykrna sesuai degan ap yg diinginkn
bagus,5,2026-05-16 11:55:29.000000,positif,bagus
sangattttt terbaikk,5,2026-05-16 11:52:30.000000,positif,sangattttt terbaikk
lmbt responnya,1,2026-05-16 11:51:45.000000,negatif,lmbt responnya
this is the best AI for me,5,2026-05-16 11:49:36.000000,positif,this is the best ai for me
"programan tidak bagus, asal membuat sebuah jawaban, padahal dari jawaban tersebut udah gw jelasin menggunakan cakupan yang lebih luas, dan program tidak menerima hal tersebut. tolong perbaiki",1,2026-05-16 11:48:49.000000,negatif,programan tidak bagus udah gw jelasin cakupan luas program tidak menerima tolong perbaiki
bagus bgt suka,5,2026-05-16 11:46:41.000000,positif,bagus bgt suka
pokopny aku cinta Laraa asisten ku💓🥰😘,5,2026-05-16 11:41:17.000000,positif,pokopny cinta laraa asisten ku
karna nampak realistis,5,2026-05-16 11:39:55.000000,positif,karna nampak realistis
Aplikasinya sangat bagus saya suka💪,5,2026-05-16 11:38:39.000000,positif,aplikasinya bagus suka
"AI Paling Dongo, udah berlangganan masih sering error, apa apaan itu, mana di suruh buat link unduhan buat download gambar nya malah di buat 1 foto dengan 4 layout + 1 screenshoot-an link 1 - 3, norak bangett",2,2026-05-16 11:36:54.000000,negatif,ai dongo udah berlangganan error suruh link unduhan download gambar nya foto layout screenshootan link norak bangett
bagus bgtt,5,2026-05-16 11:35:59.000000,positif,bagus bgtt
bagus banget,5,2026-05-16 11:35:15.000000,positif,bagus banget
ngebantu bangett,4,2026-05-16 11:33:39.000000,positif,ngebantu bangett
cocok buat kegiatan,5,2026-05-16 11:31:57.000000,positif,cocok kegiatan
"bagus banget, tapi kurangnya.. respon lambat aja, udah bagus cuman dia nggak bisa diajak ngobrol",4,2026-05-16 11:31:49.000000,positif,bagus banget kurangnya respon lambat aja udah bagus cuman nggak diajak ngobrol
bagus,4,2026-05-16 11:30:11.000000,positif,bagus
sangat membantu bagi kami untuk membuat beragam gambar,5,2026-05-16 11:29:31.000000,positif,membantu beragam gambar
Chat GPT keren sekali,5,2026-05-16 11:28:37.000000,positif,chat gpt keren
bagus,5,2026-05-16 11:27:57.000000,positif,bagus
Atleast this is better than Grok i think there they are pay no free,5,2026-05-16 11:26:03.000000,positif,atleast this is better than grok i think there they are pay no free
mampu membantu menjawab dengan benar,5,2026-05-16 11:22:52.000000,positif,membantu
"bisa buat hd in foto Roblox akuu , ihh jadii makin enak diliat kalo mau bikin jj😍",5,2026-05-16 11:22:46.000000,positif,hd in foto roblox akuu ihh jadii enak diliat kalo bikin jj
ok,4,2026-05-16 11:21:30.000000,positif,ok
MANTAP pkoknamahh,5,2026-05-16 11:19:42.000000,positif,mantap pkoknamahh
good,5,2026-05-16 11:14:46.000000,positif,good
bagus,5,2026-05-16 11:14:36.000000,positif,bagus
sangat membantu aplikasi yang bagus,5,2026-05-16 11:14:11.000000,positif,membantu aplikasi bagus
bagus,5,2026-05-16 11:12:54.000000,positif,bagus
keren,4,2026-05-16 11:10:52.000000,positif,keren
gokil,5,2026-05-16 11:10:10.000000,positif,gokil
good 👍👍,5,2026-05-16 11:10:08.000000,positif,good
sangat bagus,5,2026-05-16 11:10:04.000000,positif,bagus
Responsif,5,2026-05-16 11:09:59.000000,positif,responsif
sangat membantu tapi terkadang jawaban nya salah🙏🏻,4,2026-05-16 11:07:10.000000,positif,membantu terkadang nya salah
bagus banget bisa di buat temen curhat yang sangat pengertian dan peka 😭😭😭😭,5,2026-05-16 11:06:53.000000,positif,bagus banget temen curhat pengertian peka
alasan terlalu lambat dan tidak cocok untuk di instal☹️,1,2026-05-16 11:00:03.000000,negatif,alasan lambat tidak cocok instal
mantap,5,2026-05-16 10:59:04.000000,positif,mantap
mantap,5,2026-05-16 10:58:28.000000,positif,mantap
best app,5,2026-05-16 10:57:53.000000,positif,best app
wow banget,5,2026-05-16 10:56:30.000000,positif,wow banget
pengganti brainly 😁,5,2026-05-16 10:55:38.000000,positif,pengganti brainly
kerennn,5,2026-05-16 10:53:12.000000,positif,kerennn
sanagt sangat membantu saat edit foto,4,2026-05-16 10:53:11.000000,positif,sanagt membantu edit foto
keren sekali aplikasinya,5,2026-05-16 10:52:02.000000,positif,keren aplikasinya
sangat memuaskan dan sangat membantu editan seperti asli penggunaan mudah sekali,5,2026-05-16 10:51:06.000000,positif,memuaskan membantu editan asli penggunaan mudah
bagus banget,5,2026-05-16 10:50:33.000000,positif,bagus banget
bagus 🥰🥰🥰🥰,5,2026-05-16 10:42:03.000000,positif,bagus
Wow 🤩😱,5,2026-05-16 10:41:30.000000,positif,wow
loading klamaan,3,2026-05-16 10:36:37.000000,netral,loading klamaan
sangat menarik,5,2026-05-16 10:36:13.000000,positif,menarik
sangat membantu dalam proses pembelajaran di bidang per AI,5,2026-05-16 10:33:12.000000,positif,membantu proses pembelajaran bidang ai
sangan membantu,5,2026-05-16 10:32:48.000000,positif,sangan membantu
very nice,5,2026-05-16 10:30:50.000000,positif,very nice
boleh la,5,2026-05-16 10:28:36.000000,positif,la
mantep,5,2026-05-16 10:27:57.000000,positif,mantep
bagus dan baik,4,2026-05-16 10:27:51.000000,positif,bagus
Nice!,5,2026-05-16 10:26:58.000000,positif,nice
gua curhat didengerin pertanyaan di jawabin gua cerita dipahamin emang ada ai sebaik ini,5,2026-05-16 10:21:31.000000,positif,gua curhat didengerin jawabin gua cerita dipahamin emang ai
sangat membantu,5,2026-05-16 10:21:20.000000,positif,membantu
bagus,4,2026-05-16 10:20:08.000000,positif,bagus
bagus bisa di ajak curhat,5,2026-05-16 10:19:55.000000,positif,bagus ajak curhat
keren,5,2026-05-16 10:19:38.000000,positif,keren
bagus,5,2026-05-16 10:18:45.000000,positif,bagus
nice,5,2026-05-16 10:13:17.000000,positif,nice
sangat membatu,5,2026-05-16 10:11:49.000000,positif,membatu
ok,5,2026-05-16 10:10:38.000000,positif,ok
bagus sekali,5,2026-05-16 10:09:22.000000,positif,bagus
terbaik👍💯,5,2026-05-16 10:09:19.000000,positif,terbaik
Besttt,5,2026-05-16 10:06:10.000000,positif,besttt
jujur ini lebih keren daripada dola,5,2026-05-16 10:05:50.000000,positif,jujur keren dola
sangat bagus daripada dola,5,2026-05-16 10:03:06.000000,positif,bagus dola
Good,5,2026-05-16 09:55:02.000000,positif,good
mantapp sekali aplikasi nyaa membuat kita lebih terbiasa dengan adatt,4,2026-05-16 09:50:54.000000,positif,mantapp aplikasi nyaa terbiasa adatt
bagus banget jadi suka semangat terus,5,2026-05-16 09:46:09.000000,positif,bagus banget suka semangat
good,5,2026-05-16 09:41:10.000000,positif,good
bgus,5,2026-05-16 09:40:12.000000,positif,bgus
"good app, that help me so well",4,2026-05-16 09:39:32.000000,positif,good app that help me so well
"ini gimana dah, masa tiap relog, chat nya ilang lagi, nge bug apa gimana, benerin dong",1,2026-05-16 09:36:40.000000,negatif,gimana dah relog chat nya ilang nge bug gimana benerin
mantap,5,2026-05-16 09:36:06.000000,positif,mantap
bagus,5,2026-05-16 09:35:32.000000,positif,bagus
"bagus, my bestpren inih,,,",5,2026-05-16 09:33:30.000000,positif,bagus my bestpren inih
good job,5,2026-05-16 09:32:00.000000,positif,good job
i love this,4,2026-05-16 09:31:29.000000,positif,i love this
bagus,5,2026-05-16 09:29:02.000000,positif,bagus
aku sampai nggak tau mau ngomong apa lagi tapi emang udah dari sananya bermasalah udah tau bikin jengkel terus drytext banget jawabnya jadinya tambah kesel dan suka pasang emot menyebalkan terus memorinya nggak dipakai cuma dipajang doang jadi tiap mau bikin cerita pasti sukanya diingetin terus padahal ada memorinya,1,2026-05-16 09:27:32.000000,negatif,nggak tau ngomong emang udah sananya bermasalah udah tau bikin jengkel drytext banget kesel suka pasang emot menyebalkan memorinya nggak dipakai dipajang doang bikin cerita sukanya diingetin memorinya
i love gpt,5,2026-05-16 09:24:22.000000,positif,i love gpt
Semoga ada fitur yang lebih bagus ya,5,2026-05-16 09:24:02.000000,positif,semoga fitur bagus ya
sangat puas:),5,2026-05-16 09:22:13.000000,positif,puas
Aplikasi ai terbaik 2026,5,2026-05-16 09:20:01.000000,positif,aplikasi ai terbaik
goood enjoss lahh,5,2026-05-16 09:19:44.000000,positif,goood enjoss lahh
chatGPT sangat membatu aku,5,2026-05-16 09:19:40.000000,positif,chatgpt membatu
aplikasi ini bagus baget dan aku gobrol degan catat GPT samapai sahabatan,5,2026-05-16 09:18:34.000000,positif,aplikasi bagus baget gobrol degan catat gpt samapai sahabatan
suka editing hd tapi ada limit nya karena freee,5,2026-05-16 09:18:23.000000,positif,suka editing hd limit nya freee
sangat membantu saya untuk mengedit,5,2026-05-16 09:16:02.000000,positif,membantu mengedit
keren pokoknya,4,2026-05-16 09:13:36.000000,positif,keren pokoknya
hebat,4,2026-05-16 09:08:47.000000,positif,hebat
bintang limaa,5,2026-05-16 09:07:56.000000,positif,bintang limaa
baguss sekaliii,5,2026-05-16 09:05:22.000000,positif,baguss sekaliii
mantap,5,2026-05-16 09:04:55.000000,positif,mantap
lumayan,5,2026-05-16 09:04:11.000000,positif,lumayan
Sangat membantu,5,2026-05-16 08:59:33.000000,positif,membantu
lumayan,4,2026-05-16 08:53:58.000000,positif,lumayan
"semua pertanyaan saya dijawab dengan benar, yah hanya itu saja",5,2026-05-16 08:52:26.000000,positif,yah
good,4,2026-05-16 08:50:16.000000,positif,good
sangat membantu meringankan pekerjaan,5,2026-05-16 08:48:29.000000,positif,membantu meringankan pekerjaan
bagus wak,5,2026-05-16 08:47:24.000000,positif,bagus wak
mantap bang,5,2026-05-16 08:47:00.000000,positif,mantap bang
sangat membantu dan bagus sekali,5,2026-05-16 08:42:24.000000,positif,membantu bagus
sangat membantu dalam segala hal,5,2026-05-16 08:42:14.000000,positif,membantu
bagusa,5,2026-05-16 08:40:58.000000,positif,bagusa
membantu banget untuk ngedit foto,5,2026-05-16 08:40:30.000000,positif,membantu banget ngedit foto
"bagus banget aplikasinya dapat membantu mencari informasi, mengerjakan tugas, membuat berbagai jenis gambar dan sebagai nya😆",5,2026-05-16 08:35:48.000000,positif,bagus banget aplikasinya membantu mencari informasi tugas jenis gambar nya
bagus,5,2026-05-16 08:35:41.000000,positif,bagus
bagus kamu bisa soal yaitu aja tidak terima kasih 🙏 kau bagus - bagus cantik aja bisa sama-sama bye,5,2026-05-16 08:33:04.000000,positif,bagus aja tidak terima kasih kau bagus bagus cantik aja samasama bye
aku sngt suka🤩,5,2026-05-16 08:31:57.000000,positif,sngt suka
"bagus, sukaakk",5,2026-05-16 08:31:38.000000,positif,bagus sukaakk
ternyata chat GPT horor guys,5,2026-05-16 08:28:43.000000,positif,chat gpt horor guys
sangat membantu saya yang tidak tahu perihal desain logo .,5,2026-05-16 08:25:50.000000,positif,membantu tidak perihal desain logo
bagus bisa edit Poto pokok nya mantap,5,2026-05-16 08:25:01.000000,positif,bagus edit poto pokok nya mantap
aku suka karna sangat membantu aku,5,2026-05-16 08:18:18.000000,positif,suka karna membantu
Sangat memuaskan dan mudah di gunakan,5,2026-05-16 08:15:21.000000,positif,memuaskan mudah
good,5,2026-05-16 08:09:41.000000,positif,good
wajah gak bisa sama. mungkin yg berbayar baru bisa,3,2026-05-16 08:09:20.000000,netral,wajah gak yg berbayar
mantap,5,2026-05-16 08:09:18.000000,positif,mantap
bagus,5,2026-05-16 08:09:12.000000,positif,bagus
"aplikasi nya bagus, tidak seperti aplikasi lainnya",5,2026-05-16 08:09:07.000000,positif,aplikasi nya bagus tidak aplikasi
mantap,5,2026-05-16 08:07:13.000000,positif,mantap
keren,5,2026-05-16 08:07:13.000000,positif,keren
lumayan menarik,4,2026-05-16 08:06:16.000000,positif,lumayan menarik
good,5,2026-05-16 08:03:12.000000,positif,good
bagus,5,2026-05-16 08:01:30.000000,positif,bagus
bagus,5,2026-05-16 07:57:53.000000,positif,bagus
BEST CREATE IMAGE BUT ALL FACE THE SAME PLEASE UPGRADE MORE FACE,5,2026-05-16 07:57:32.000000,positif,best create image but all face the same please upgrade more face
bagus,5,2026-05-16 07:55:53.000000,positif,bagus
ok,5,2026-05-16 07:53:11.000000,positif,ok
gambar sangat realistis dan chat gpt sangat bagus untuk buat foto,5,2026-05-16 07:49:15.000000,positif,gambar realistis chat gpt bagus foto
sangat membantu terimakasih,5,2026-05-16 07:48:19.000000,positif,membantu terimakasih
bagus,5,2026-05-16 07:48:15.000000,positif,bagus
luar biasa. cuman kadang kadang mukanya berubah,4,2026-05-16 07:44:35.000000,positif,cuman kadang kadang mukanya berubah
ok,5,2026-05-16 07:42:15.000000,positif,ok
gak bisa login google,1,2026-05-16 07:42:06.000000,negatif,gak login google
mantap,5,2026-05-16 07:40:22.000000,positif,mantap
bagus sekali,5,2026-05-16 07:38:28.000000,positif,bagus
tiba tiba ga bisa edit foto,1,2026-05-16 07:36:43.000000,negatif,ga edit foto
"ENAK BANGET BUAT NGERJAIN TUGAS, SUKA GPG💕💕💕💕",5,2026-05-16 07:35:34.000000,positif,enak banget ngerjain tugas suka gpg
ok,5,2026-05-16 07:32:45.000000,positif,ok
sangat bagus saya sangat menyukainya saya bisa membuat gambar saya hd,5,2026-05-16 07:31:44.000000,positif,bagus menyukainya gambar hd
baguss,5,2026-05-16 07:29:03.000000,positif,baguss
bagus,5,2026-05-16 07:28:26.000000,positif,bagus
"bagus, keren, buat kalian yang ngedit cockm banget sih pokoknya rekomen buat kalian",5,2026-05-16 07:23:30.000000,positif,bagus keren ngedit cockm banget sih pokoknya rekomen
sangat membantu,5,2026-05-16 07:22:51.000000,positif,membantu
"vvgyhhy di bt hZ, Аҧсныu,xfy,rf b,g pro untuk vunnesia h udah xdxr dxxdxx bgt HH ane baru tau juga sih bisa hadir karena sekarang ini banyak sekali lagi x MB",1,2026-05-16 07:17:01.000000,negatif,vvgyhhy bt hz uxfyrf bg pro vunnesia h udah xdxr dxxdxx bgt hh ane tau sih hadir x mb
puas,5,2026-05-16 07:16:33.000000,positif,puas
sangat baguss,5,2026-05-16 07:11:02.000000,positif,baguss
bagus,5,2026-05-16 07:07:00.000000,positif,bagus
bagus canggih,5,2026-05-16 07:05:41.000000,positif,bagus canggih
aplikasi bagus dan sangat membantu,5,2026-05-16 07:05:07.000000,positif,aplikasi bagus membantu
ok banget,5,2026-05-16 07:03:15.000000,positif,ok banget
yh bagus pokonya,4,2026-05-16 07:01:44.000000,positif,yh bagus pokonya
karna membantu,4,2026-05-16 07:01:30.000000,positif,karna membantu
Terlihat keren dan estetik,5,2026-05-16 06:59:50.000000,positif,keren estetik
bagus lebih asik dan cocok buat cerita dll,5,2026-05-16 06:56:19.000000,positif,bagus asik cocok cerita dll
aplikasi yang bagus,5,2026-05-16 06:50:52.000000,positif,aplikasi bagus
bgus,5,2026-05-16 06:49:59.000000,positif,bgus
ini sii baguss tpi ada yangkurang,3,2026-05-16 06:40:01.000000,netral,sii baguss tpi yangkurang
aplikasi ini sangat membantu,5,2026-05-16 06:38:50.000000,positif,aplikasi membantu
so perfect,5,2026-05-16 06:35:46.000000,positif,so perfect
sangat perfek,5,2026-05-16 06:35:03.000000,positif,perfek
kebanyakan atri generator jadi lama nunggu..,1,2026-05-16 06:33:52.000000,negatif,kebanyakan atri generator nunggu
99%berguna bagi saya,5,2026-05-16 06:32:01.000000,positif,berguna
balas dengan baik dan cepat,4,2026-05-16 06:28:22.000000,positif,balas cepat
"bgss bgtt ni apk bsa mmbantu smua pkrjaan, dll.",5,2026-05-16 06:25:21.000000,positif,bgss bgtt ni apk bsa mmbantu smua pkrjaan dll
apk ini sangat baguss gak kaya apk yg lain,5,2026-05-16 06:24:18.000000,positif,apk baguss gak kaya apk yg
banyakin lagi dong waktu paket model free yg canggih nya abis muluu dan harus nungguin beberapa jam ...jangan yg bentar yg lamaa...😭 tapi untuk respon dan balasan nya oke banget banget banget banget sumpah!! 😆,3,2026-05-16 06:23:14.000000,netral,banyakin paket model free yg canggih nya abis muluu nungguin jam jangan yg bentar yg lamaa respon balasan nya oke banget banget banget banget sumpah
sangat puat dan hasil nya,5,2026-05-16 06:17:59.000000,positif,puat hasil nya
bagus,5,2026-05-16 06:15:03.000000,positif,bagus
sangat membantu❤️🔥,5,2026-05-16 06:12:31.000000,positif,membantu
bagus,5,2026-05-16 06:07:18.000000,positif,bagus
mntap,5,2026-05-16 06:06:41.000000,positif,mntap
bagus bagat,5,2026-05-16 06:04:52.000000,positif,bagus bagat
bagus mantap,5,2026-05-16 06:00:22.000000,positif,bagus mantap
sangat membantu,5,2026-05-16 06:00:06.000000,positif,membantu
"oke bagus, membantu good aplikasi",5,2026-05-16 05:52:18.000000,positif,oke bagus membantu good aplikasi
"maaf ya, menurutku aplikasi ini ribet banget, Baru kirim Atau kerjakan Gitu belum 3 atau 4 udah kena Limit atau Gabisa kirim foto video lagi, Terus baru Chat 10 atau 5 doang malah kena limit lagi, Terus Biarpun gw bilang ""hapus topic Bla⁴"" Malah zonk, dia Kirimnya topic yang kita bicarakan waktu itu, Terus waktu gw suruh bikin mp3 suaranya Malah gitu² doang yang berubah ditambahin suara, Terus Waktu mau Kirim pesan malah Kesalahan .",1,2026-05-16 05:51:27.000000,negatif,maaf ya menurutku aplikasi ribet banget kirim kerjakan gitu belum udah kena limit gabisa kirim foto video chat doang kena limit biarpun gw bilang hapus topic bla zonk kirimnya topic bicarakan gw suruh bikin mp suaranya gitu doang berubah ditambahin suara kirim pesan kesalahan
sangat bermanfaat,5,2026-05-16 05:50:58.000000,positif,bermanfaat
Mohon bisa upload foto sepuasnya padahal sangat bermanfaat ( Please can you upload unlimited photos even though it is very useful ),4,2026-05-16 05:46:06.000000,positif,mohon upload foto sepuasnya bermanfaat please can you upload unlimited photos even though it is very useful
aplikasi sangat baguss cuyy,5,2026-05-16 05:42:32.000000,positif,aplikasi baguss cuyy
unik,5,2026-05-16 05:41:09.000000,positif,unik
sangat baguss,3,2026-05-16 05:39:45.000000,netral,baguss
mantap,2,2026-05-16 05:34:31.000000,negatif,mantap
GK bisa buat vidio,1,2026-05-16 05:34:22.000000,negatif,gk vidio
sangat membantu terimakasih,5,2026-05-16 05:29:55.000000,positif,membantu terimakasih
gokil,5,2026-05-16 05:29:34.000000,positif,gokil
beneran aplikasi ga guna,1,2026-05-16 05:28:43.000000,negatif,beneran aplikasi ga
sangat membantu,5,2026-05-16 05:26:46.000000,positif,membantu
mantap,5,2026-05-16 05:24:53.000000,positif,mantap
bagus,4,2026-05-16 05:23:02.000000,positif,bagus
wancok plus terus,1,2026-05-16 05:21:31.000000,negatif,wancok plus
sangat puas,5,2026-05-16 05:12:34.000000,positif,puas
bagusss bgttt😍😍,5,2026-05-16 05:12:20.000000,positif,bagusss bgttt
briliant....👍👍👍👍👍,5,2026-05-16 05:09:30.000000,positif,briliant
sangat membantu sekali 😍,5,2026-05-16 05:07:19.000000,positif,membantu
bgus,5,2026-05-16 05:06:10.000000,positif,bgus
sesuai dengan harapan saya,5,2026-05-16 05:01:48.000000,positif,sesuai harapan
berguna banget,5,2026-05-16 05:01:39.000000,positif,berguna banget
tidak banyak kata kata very very bagus nila S,5,2026-05-16 05:01:11.000000,positif,tidak very very bagus nila s
